"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-12-04 ~ 2025-12-03"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 강원특별자치도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적","거래금액(만원)","지분구분","해제사유발생일","거래유형","중개사소재지"
"16581","강원특별자치도 화천군 화천읍 중리","2**","대","제2종일반주거지역","25m미만","202504","24","99.00","7,500","","-","직거래","-"
"16582","강원특별자치도 인제군 남면 소치리","산1*","임야","농림지역","-","202504","24","381.00","2,300","","-","직거래","-"
"16583","강원특별자치도 화천군 하남면 삼화리","8*","전","계획관리지역","-","202504","24","992.00","3,000","","-","직거래","-"
"16584","강원특별자치도 평창군 봉평면 평촌리","1**","전","계획관리지역","8m미만","202504","24","3689.00","21,500","","-","직거래","-"
"16585","강원특별자치도 양구군 해안면 오유리","1***","답","농림지역","8m미만","202504","24","987.00","780","","-","직거래","-"
"16586","강원특별자치도 평창군 대화면 상안미리","5**","전","생산관리지역","-","202504","24","2403.00","3,600","","-","중개거래","강원 평창군"
"16587","강원특별자치도 양구군 동면 덕곡리","6**","답","생산관리지역","8m미만","202504","24","1671.00","6,016","","-","직거래","-"
"16588","강원특별자치도 양구군 동면 덕곡리","6**","답","생산관리지역","8m미만","202504","24","3041.00","10,948","","-","직거래","-"
"16589","강원특별자치도 양구군 동면 지석리","1***","답","농림지역","8m미만","202504","24","2776.00","9,161","","-","직거래","-"
"16590","강원특별자치도 양구군 동면 지석리","1***","답","농림지역","8m미만","202504","24","2959.00","9,765","","-","직거래","-"
"16591","강원특별자치도 양구군 동면 지석리","1***","답","농림지역","8m미만","202504","24","1398.00","4,613","","-","직거래","-"
"16592","강원특별자치도 평창군 대화면 신리","2**","전","생산관리지역","12m미만","202504","24","199.00","1,200","","-","직거래","-"
"16593","강원특별자치도 평창군 대화면 신리","2**","전","생산관리지역","-","202504","24","2040.00","850","","-","직거래","-"
"16594","강원특별자치도 평창군 대화면 신리","2**","전","생산관리지역","-","202504","24","1898.00","750","","-","직거래","-"
"16595","강원특별자치도 양구군 동면 지석리","1***","답","농림지역","8m미만","202504","24","1592.00","5,254","","-","직거래","-"
"16596","강원특별자치도 양구군 동면 지석리","1***","답","농림지역","8m미만","202504","24","2963.00","9,778","","-","직거래","-"
"16597","강원특별자치도 양구군 동면 후곡리","8**","답","농림지역","8m미만","202504","24","3684.60","12,528","","-","직거래","-"
"16598","강원특별자치도 양구군 동면 후곡리","8**","답","농림지역","8m미만","202504","24","4091.90","13,912","","-","직거래","-"
"16599","강원특별자치도 정선군 정선읍 여탄리","3**","전","계획관리지역","-","202504","23","1596.27","2,000","지분","-","직거래","-"
"16600","강원특별자치도 양구군 국토정중앙면 원리","2**","전","보전관리지역","8m미만","202504","23","2126.00","4,252","","-","직거래","-"
"16601","강원특별자치도 양구군 국토정중앙면 청리","2**","묘지","보전관리지역","-","202504","23","396.67","800","지분","-","직거래","-"
"16602","강원특별자치도 평창군 방림면 계촌리","6**","전","계획관리지역","8m미만","202504","23","100.83","71","지분","-","직거래","-"
"16603","강원특별자치도 평창군 방림면 계촌리","6**","전","계획관리지역","8m미만","202504","23","353.00","2,624","","-","직거래","-"
"16604","강원특별자치도 영월군 무릉도원면 법흥리","8**","전","계획관리지역","8m미만","202504","23","1419.00","7,500","","-","직거래","-"
"16605","강원특별자치도 영월군 무릉도원면 법흥리","산1**","임야","농림지역","8m미만","202504","23","695.00","1,300","","-","직거래","-"
"16606","강원특별자치도 평창군 방림면 계촌리","6**","전","계획관리지역","8m미만","202504","23","309.00","2,297","","-","직거래","-"
"16607","강원특별자치도 평창군 방림면 계촌리","6**","도로","계획관리지역","8m미만","202504","23","19.08","8","지분","-","직거래","-"
"16608","강원특별자치도 양양군 현남면 견불리","2*","전","보전관리지역","-","202504","23","1617.00","8,000","","-","직거래","-"
"16609","강원특별자치도 영월군 김삿갓면 옥동리","6**","전","계획관리지역","8m미만","202504","23","397.00","150","","-","중개거래","강원 영월군"
"16610","강원특별자치도 영월군 김삿갓면 옥동리","5**","전","계획관리지역","8m미만","202504","23","509.00","350","","-","중개거래","강원 영월군"
"16611","강원특별자치도 화천군 화천읍 중리","1**","전","제2종일반주거지역","8m미만","202504","23","26.50","450","지분","-","직거래","-"
"16612","강원특별자치도 고성군 거진읍 거진리","2**","대","제1종일반주거지역","8m미만","202504","23","147.00","3,616","","-","직거래","-"
"16613","강원특별자치도 화천군 상서면 파포리","2**","전","계획관리지역","-","202504","23","245.00","1,000","","-","직거래","-"
"16614","강원특별자치도 평창군 용평면 도사리","8**","전","농림지역","-","202504","23","328.00","40","","-","직거래","-"
"16615","강원특별자치도 철원군 철원읍 화지리","4**","답","제2종일반주거지역","8m미만","202504","23","568.00","13,680","","-","직거래","-"
"16616","강원특별자치도 철원군 갈말읍 토성리","7**","대","계획관리지역","8m미만","202504","23","1960.00","8,000","","-","직거래","-"
"16617","강원특별자치도 인제군 서화면 서흥리","1***","답","농림지역","8m미만","202504","23","3220.50","11,594","","-","직거래","-"
"16618","강원특별자치도 평창군 용평면 도사리","산1**","임야","농림지역","-","202504","23","123.00","12","","-","직거래","-"
"16619","강원특별자치도 인제군 서화면 서흥리","1***","답","농림지역","8m미만","202504","23","5112.20","18,404","","-","직거래","-"
"16620","강원특별자치도 인제군 서화면 서흥리","1***","답","농림지역","8m미만","202504","23","3987.90","14,356","","-","직거래","-"
"16621","강원특별자치도 평창군 용평면 도사리","산1**","임야","농림지역","-","202504","23","74.00","8","","-","직거래","-"
"16622","강원특별자치도 인제군 서화면 서흥리","1***","전","계획관리지역","-","202504","23","3081.00","11,080","","-","직거래","-"
"16623","강원특별자치도 양구군 양구읍 상리","5**","대","제2종일반주거지역","8m미만","202504","23","278.10","25,000","","-","직거래","-"
"16624","강원특별자치도 인제군 상남면 미산리","6**","전","계획관리지역","8m미만","202504","23","668.00","2,848","","-","직거래","-"
"16625","강원특별자치도 인제군 상남면 미산리","6**","전","계획관리지역","8m미만","202504","23","1157.00","4,697","","-","직거래","-"
"16626","강원특별자치도 양구군 국토정중앙면 창리","1**","답","생산관리지역","8m미만","202504","23","5233.00","15,700","","-","직거래","-"
"16627","강원특별자치도 인제군 서화면 서흥리","1***","답","농림지역","8m미만","202504","23","2119.20","7,629","","-","직거래","-"
"16628","강원특별자치도 정선군 임계면 문래리","6**","답","농림지역","8m미만","202504","23","2826.00","5,978","","-","직거래","-"
"16629","강원특별자치도 철원군 동송읍 장흥리","6*","답","계획관리지역","25m미만","202504","23","380.20","5,447","","-","직거래","-"
"16630","강원특별자치도 인제군 상남면 미산리","6**","전","계획관리지역","8m미만","202504","23","851.00","3,455","","-","직거래","-"
"16631","강원특별자치도 양구군 해안면 후리","6**","대","계획관리지역","12m미만","202504","23","29.00","114","","-","직거래","-"
"16632","강원특별자치도 평창군 봉평면 창동리","6**","전","계획관리지역","8m미만","202504","23","1324.00","8,000","","-","직거래","-"
"16633","강원특별자치도 인제군 서화면 서흥리","1***","전","계획관리지역","-","202504","23","1091.00","3,920","","-","직거래","-"
"16634","강원특별자치도 평창군 용평면 도사리","산1**","임야","농림지역","-","202504","23","340.00","40","","-","직거래","-"
"16635","강원특별자치도 화천군 간동면 간척리","1**","전","계획관리지역","-","202504","23","868.00","3,536","","-","중개거래","강원 춘천시"
"16636","강원특별자치도 화천군 간동면 간척리","1**","전","계획관리지역","-","202504","23","433.00","1,764","","-","중개거래","강원 춘천시"
"16637","강원특별자치도 강릉시 난곡동","2**","임야","보전녹지지역","8m미만","202504","23","11.00","35","","-","직거래","-"
"16638","강원특별자치도 춘천시 신북읍 발산리","9**","도로","자연녹지지역","8m미만","202504","23","63.00","666","","-","직거래","-"
"16639","강원특별자치도 춘천시 신북읍 발산리","1**","전","자연녹지지역","-","202504","23","173.00","666","","-","직거래","-"
"16640","강원특별자치도 춘천시 북산면 추곡리","2**","전","생산관리지역","-","202504","23","1894.00","3,200","","-","직거래","-"
"16641","강원특별자치도 횡성군 횡성읍 남산리","2**","전","생산관리지역","-","202504","23","1000.00","1,700","지분","-","직거래","-"
"16642","강원특별자치도 춘천시 사북면 오탄리","4**","전","보전관리지역","-","202504","23","759.00","2,540","","-","직거래","-"
"16643","강원특별자치도 강릉시 난곡동","2**","임야","보전녹지지역","-","202504","23","66.00","200","","-","직거래","-"
"16644","강원특별자치도 강릉시 성산면 금산리","5**","전","계획관리지역","8m미만","202504","23","26.00","400","지분","-","직거래","-"
"16645","강원특별자치도 춘천시 사북면 오탄리","4**","대","보전관리지역","12m미만","202504","23","172.00","820","","-","직거래","-"
"16646","강원특별자치도 동해시 천곡동","1***","대","제2종일반주거지역","12m미만","202504","23","253.30","13,500","","-","중개거래","강원 동해시"
"16647","강원특별자치도 춘천시 신북읍 발산리","1**","전","자연녹지지역","-","202504","23","36.00","666","","-","직거래","-"
"16648","강원특별자치도 홍천군 내촌면 도관리","4*","전","계획관리지역","8m미만","202504","23","218.00","1,000","","-","직거래","-"
"16649","강원특별자치도 춘천시 북산면 추곡리","2**","대","생산관리지역","8m미만","202504","23","304.00","500","","-","직거래","-"
"16650","강원특별자치도 홍천군 서석면 어론리","9**","전","농림지역","-","202504","23","70.00","210","","-","직거래","-"
"16651","강원특별자치도 원주시 소초면 교항리","1***","전","계획관리지역","8m미만","202504","23","1221.00","15,000","","-","중개거래","강원 원주시"
"16652","강원특별자치도 원주시 부론면 정산리","1***","전","생산관리지역","8m미만","202504","23","212.00","200","","-","직거래","-"
"16653","강원특별자치도 홍천군 내촌면 물걸리","1***","전","농림지역","8m미만","202504","23","2583.00","8,782","","-","직거래","-"
"16654","강원특별자치도 동해시 부곡동","4*","대","일반상업지역","8m미만","202504","23","31.00","712","","-","직거래","-"
"16655","강원특별자치도 강릉시 왕산면 고단리","3*","전","계획관리지역","8m미만","202504","23","2513.00","3,500","","-","직거래","-"
"16656","강원특별자치도 춘천시 동내면 거두리","산8*","임야","자연녹지지역","25m미만","202504","23","1861.00","17,911","","-","직거래","-"
"16657","강원특별자치도 강릉시 주문진읍 향호리","8**","답","계획관리지역","-","202504","23","1550.00","3,100","","-","직거래","-"
"16658","강원특별자치도 춘천시 동내면 거두리","4**","대","자연녹지지역","8m미만","202504","23","165.19","4,089","지분","-","직거래","-"
"16659","강원특별자치도 강릉시 구정면 제비리","4**","답","계획관리지역","8m미만","202504","23","220.33","400","지분","-","직거래","-"
"16660","강원특별자치도 강릉시 난곡동","2**","임야","보전녹지지역","-","202504","23","167.00","550","","-","직거래","-"
"16661","강원특별자치도 춘천시 사북면 오탄리","4**","전","보전관리지역","-","202504","23","164.00","550","","-","직거래","-"
"16662","강원특별자치도 원주시 부론면 정산리","1***","전","생산관리지역","8m미만","202504","23","212.00","200","","20250428","직거래","-"
"16663","강원특별자치도 홍천군 내촌면 물걸리","1***","전","생산관리지역","-","202504","23","386.00","2,140","","-","직거래","-"
"16664","강원특별자치도 원주시 신림면 황둔리","5**","답","계획관리지역","12m미만","202504","23","2316.00","21,000","","-","직거래","-"
"16665","강원특별자치도 강릉시 구정면 제비리","4**","답","계획관리지역","8m미만","202504","23","220.33","400","지분","-","직거래","-"
"16666","강원특별자치도 홍천군 내촌면 물걸리","1***","전","생산관리지역","-","202504","23","4.00","23","지분","-","직거래","-"
"16667","강원특별자치도 홍천군 내촌면 물걸리","1***","임야","생산관리지역","8m미만","202504","23","6.00","37","지분","-","직거래","-"
"16668","강원특별자치도 강릉시 사천면 석교리","3**","답","계획관리지역","-","202504","23","615.00","1,500","","-","직거래","-"
"16669","강원특별자치도 원주시 귀래면 운남리","7**","전","계획관리지역","-","202504","23","1418.00","10,250","","-","직거래","-"
"16670","강원특별자치도 횡성군 안흥면 상안리","5**","대","보전관리지역","-","202504","22","159.00","200","","-","직거래","-"
"16671","강원특별자치도 홍천군 영귀미면 월운리","6**","임야","보전관리지역","8m미만","202504","22","493.00","2,374","","-","직거래","-"
"16672","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","623.00","3,984","","20250708","중개거래","강원 춘천시"
"16673","강원특별자치도 원주시 문막읍 건등리","1***","대","제1종일반주거지역","12m미만","202504","22","204.10","19,000","","-","직거래","-"
"16674","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","623.00","3,700","","20250708","중개거래","강원 춘천시"
"16675","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","499.00","3,190","","20250708","중개거래","강원 춘천시"
"16676","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","351.00","2,229","","-","중개거래","강원 춘천시"
"16677","강원특별자치도 횡성군 갑천면 매일리","5**","대","계획관리지역","-","202504","22","481.00","2,170","","-","직거래","-"
"16678","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","500.00","3,175","","-","중개거래","강원 춘천시"
"16679","강원특별자치도 횡성군 둔내면 현천리","4**","전","계획관리지역","-","202504","22","5.00","35","지분","-","중개거래","강원 횡성군"
"16680","강원특별자치도 춘천시 퇴계동","산*","임야","자연녹지지역","-","202504","22","4469.00","135,900","","20250801","중개거래","강원 춘천시"
"16681","강원특별자치도 춘천시 동산면 군자리","5**","대","계획관리지역","8m미만","202504","22","148.00","944","","-","중개거래","강원 춘천시"
"16682","강원특별자치도 춘천시 동산면 군자리","5**","도로","계획관리지역","-","202504","22","12.35","74","지분","20250708","중개거래","강원 춘천시"
"16683","강원특별자치도 춘천시 동산면 군자리","5**","도로","계획관리지역","-","202504","22","17.29","104","지분","20250708","중개거래","강원 춘천시"
"16684","강원특별자치도 춘천시 동산면 군자리","5**","도로","계획관리지역","-","202504","22","13.89","83","지분","20250708","중개거래","강원 춘천시"
"16685","강원특별자치도 강릉시 구정면 학산리","*","전","계획관리지역","12m미만","202504","22","430.00","13,900","","-","직거래","-"
"16686","강원특별자치도 강릉시 구정면 학산리","*","전","계획관리지역","8m미만","202504","22","728.00","19,900","","-","직거래","-"
"16687","강원특별자치도 춘천시 사북면 지촌리","2*","답","농림지역","8m미만","202504","22","2747.00","10,000","","-","직거래","-"
"16688","강원특별자치도 춘천시 동산면 군자리","5**","도로","계획관리지역","-","202504","22","13.89","83","지분","20250708","중개거래","강원 춘천시"
"16689","강원특별자치도 춘천시 동산면 군자리","5**","도로","계획관리지역","-","202504","22","13.58","81","지분","20250708","중개거래","강원 춘천시"
"16690","강원특별자치도 춘천시 동산면 군자리","5**","도로","계획관리지역","-","202504","22","59.28","356","지분","20250708","중개거래","강원 춘천시"
"16691","강원특별자치도 춘천시 신동","6**","전","자연녹지지역","-","202504","22","273.00","3,000","","20250708","직거래","-"
"16692","강원특별자치도 춘천시 신동","6**","전","자연녹지지역","8m미만","202504","22","121.00","1,300","","20250708","직거래","-"
"16693","강원특별자치도 춘천시 후평동","5**","구거","일반공업지역","25m이상","202504","22","16.00","2,176","","-","직거래","-"
"16694","강원특별자치도 삼척시 원덕읍 임원리","1***","전","자연녹지지역","8m미만","202504","22","47.00","512","","-","직거래","-"
"16695","강원특별자치도 원주시 행구동","5**","임야","계획관리지역","8m미만","202504","22","82.00","1,500","지분","-","직거래","-"
"16696","강원특별자치도 삼척시 원덕읍 임원리","7**","전","자연녹지지역","8m미만","202504","22","625.00","6,811","","-","직거래","-"
"16697","강원특별자치도 횡성군 횡성읍 묵계리","3**","답","농림지역","25m미만","202504","22","953.00","2,884","","-","직거래","-"
"16698","강원특별자치도 춘천시 퇴계동","산*","임야","자연녹지지역","8m미만","202504","22","7934.00","230,000","","20250801","중개거래","강원 춘천시"
"16699","강원특별자치도 춘천시 퇴계동","산*","임야","자연녹지지역","8m미만","202504","22","5365.00","164,000","","20250801","중개거래","강원 춘천시"
"16700","강원특별자치도 횡성군 횡성읍 묵계리","3**","답","농림지역","25m미만","202504","22","1336.00","4,043","","-","직거래","-"
"16701","강원특별자치도 횡성군 횡성읍 묵계리","3**","답","농림지역","25m미만","202504","22","2212.00","6,693","","-","직거래","-"
"16702","강원특별자치도 원주시 귀래면 운남리","1***","잡종지","제2종일반주거지역","8m미만","202504","22","2146.00","60,000","","-","직거래","-"
"16703","강원특별자치도 원주시 귀래면 운남리","1***","잡종지","제2종일반주거지역","8m미만","202504","22","2146.00","18,000","","-","직거래","-"
"16704","강원특별자치도 춘천시 퇴계동","산*","임야","자연녹지지역","8m미만","202504","22","695.00","20,000","지분","20250801","중개거래","강원 춘천시"
"16705","강원특별자치도 원주시 귀래면 운남리","1***","전","제2종일반주거지역","8m미만","202504","22","1527.00","40,000","","-","직거래","-"
"16706","강원특별자치도 홍천군 화촌면 굴운리","4**","전","생산관리지역","8m미만","202504","22","2638.00","9,500","","-","직거래","-"
"16707","강원특별자치도 춘천시 신북읍 천전리","1**","전","용도미지정","-","202504","22","61.00","1,530","","-","직거래","-"
"16708","강원특별자치도 춘천시 퇴계동","5**","임야","자연녹지지역","-","202504","22","177.00","6,400","","-","직거래","-"
"16709","강원특별자치도 춘천시 북산면 추곡리","4**","답","생산관리지역","-","202504","22","1597.00","1,964","","-","직거래","-"
"16710","강원특별자치도 원주시 소초면 흥양리","2**","도로","계획관리지역","-","202504","22","187.00","2,644","지분","-","중개거래","강원 원주시"
"16711","강원특별자치도 원주시 귀래면 귀래리","산4*","임야","농림지역","-","202504","22","9917.00","20,000","","-","직거래","-"
"16712","강원특별자치도 원주시 귀래면 운남리","1***","전","제2종일반주거지역","8m미만","202504","22","1527.00","10,000","","-","직거래","-"
"16713","강원특별자치도 삼척시 마달동","1**","임야","제2종일반주거지역","-","202504","22","45.00","749","","-","직거래","-"
"16714","강원특별자치도 홍천군 영귀미면 월운리","6**","도로","보전관리지역","8m미만","202504","22","29.67","126","지분","-","직거래","-"
"16715","강원특별자치도 삼척시 하장면 장전리","2**","전","계획관리지역","8m미만","202504","22","2314.00","3,000","","-","직거래","-"
"16716","강원특별자치도 춘천시 북산면 추곡리","4**","전","생산관리지역","8m미만","202504","22","1111.00","1,036","","-","직거래","-"
"16717","강원특별자치도 속초시 대포동","7**","대","자연녹지지역","8m미만","202504","22","288.00","5,500","","-","중개거래","강원 속초시"
"16718","강원특별자치도 홍천군 내면 명개리","2**","전","생산관리지역","-","202504","22","1078.00","5,500","","-","직거래","-"
"16719","강원특별자치도 횡성군 안흥면 상안리","5**","전","보전관리지역","-","202504","22","5038.00","6,518","","-","직거래","-"
"16720","강원특별자치도 삼척시 가곡면 탕곡리","1**","임야","보전관리지역","8m미만","202504","22","683.00","1,332","","-","직거래","-"
"16721","강원특별자치도 횡성군 안흥면 상안리","5**","전","보전관리지역","-","202504","22","3121.00","4,038","","-","직거래","-"
"16722","강원특별자치도 횡성군 안흥면 상안리","5**","전","보전관리지역","8m미만","202504","22","962.00","1,245","","-","직거래","-"
"16723","강원특별자치도 춘천시 동면 감정리","5**","전","용도미지정","-","202504","22","61.00","1,080","","-","직거래","-"
"16724","강원특별자치도 홍천군 영귀미면 노천리","1***","전","생산관리지역","8m미만","202504","22","660.00","5,100","","-","중개거래","강원 홍천군"
"16725","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","435.00","2,782","","20250708","중개거래","강원 춘천시"
"16726","강원특별자치도 삼척시 근덕면 장호리","3**","전","계획관리지역","12m미만","202504","22","1818.50","6,500","지분","-","직거래","-"
"16727","강원특별자치도 원주시 소초면 장양리","3**","전","계획관리지역","8m미만","202504","22","83.00","750","","-","직거래","-"
"16728","강원특별자치도 강릉시 내곡동","3**","임야","제2종일반주거지역","25m미만","202504","22","24.00","800","","-","중개거래","강원 강릉시"
"16729","강원특별자치도 강릉시 옥계면 금진리","4**","전","자연녹지지역","12m미만","202504","22","762.00","15,410","","-","중개거래","강원 강릉시"
"16730","강원특별자치도 춘천시 퇴계동","3*","도로","자연녹지지역","8m미만","202504","22","16.99","100","지분","20250801","중개거래","강원 춘천시"
"16731","강원특별자치도 횡성군 서원면 석화리","2**","전","계획관리지역","12m미만","202504","22","1124.00","17,000","","-","직거래","-"
"16732","강원특별자치도 횡성군 둔내면 삽교리","1***","전","계획관리지역","8m미만","202504","22","729.00","2,916","","-","중개거래","강원 횡성군"
"16733","강원특별자치도 횡성군 둔내면 삽교리","1***","전","계획관리지역","8m미만","202504","22","787.00","3,000","","-","중개거래","강원 횡성군"
"16734","강원특별자치도 횡성군 둔내면 삽교리","1***","전","계획관리지역","8m미만","202504","22","1146.00","4,585","","-","중개거래","강원 횡성군"
"16735","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","31.11","187","지분","20250708","중개거래","강원 춘천시"
"16736","강원특별자치도 춘천시 퇴계동","5**","도로","자연녹지지역","-","202504","22","1.00","10","","-","직거래","-"
"16737","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","132.72","796","지분","20250708","중개거래","강원 춘천시"
"16738","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","31.11","187","지분","20250708","중개거래","강원 춘천시"
"16739","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","30.42","182","지분","20250708","중개거래","강원 춘천시"
"16740","강원특별자치도 횡성군 둔내면 둔방내리","3**","도로","계획관리지역","8m미만","202504","22","33.18","90","지분","-","직거래","-"
"16741","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","38.71","232","지분","20250708","중개거래","강원 춘천시"
"16742","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","27.65","166","지분","20250708","중개거래","강원 춘천시"
"16743","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","500.00","3,197","","20250708","중개거래","강원 춘천시"
"16744","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","13.00","78","지분","20250708","중개거래","강원 춘천시"
"16745","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","12.00","72","지분","20250708","중개거래","강원 춘천시"
"16746","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","12.00","72","지분","20250708","중개거래","강원 춘천시"
"16747","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","15.00","90","지분","20250708","중개거래","강원 춘천시"
"16748","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","52.00","312","지분","20250708","중개거래","강원 춘천시"
"16749","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","12.00","72","지분","20250708","중개거래","강원 춘천시"
"16750","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","503.00","3,538","지분","20250708","중개거래","강원 춘천시"
"16751","강원특별자치도 춘천시 동산면 군자리","5**","전","계획관리지역","-","202504","22","496.00","3,171","지분","20250708","중개거래","강원 춘천시"
"16752","강원특별자치도 횡성군 갑천면 매일리","5**","전","계획관리지역","-","202504","22","2204.00","9,930","","-","직거래","-"
"16753","강원특별자치도 원주시 신림면 황둔리","1***","임야","계획관리지역","-","202504","22","226.43","2,000","지분","-","직거래","-"
"16754","강원특별자치도 원주시 신림면 황둔리","1***","대","계획관리지역","12m미만","202504","22","598.00","13,700","","-","직거래","-"
"16755","강원특별자치도 횡성군 둔내면 석문리","산2*","임야","계획관리지역","-","202504","22","3274.00","600","","-","직거래","-"
"16756","강원특별자치도 횡성군 둔내면 둔방내리","3**","도로","계획관리지역","-","202504","22","46.82","45","지분","-","직거래","-"
"16757","강원특별자치도 횡성군 둔내면 둔방내리","3**","도로","계획관리지역","-","202504","22","6.60","10","지분","-","직거래","-"
"16758","강원특별자치도 춘천시 동면 지내리","4**","전","자연녹지지역","-","202504","22","97.95","1,000","지분","-","직거래","-"
"16759","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","8m미만","202504","22","62.70","558","지분","-","직거래","-"
"16760","강원특별자치도 양양군 서면 상평리","5**","전","계획관리지역","12m미만","202504","22","842.00","7,000","","-","직거래","-"
"16761","강원특별자치도 고성군 거진읍 석문리","산5*","임야","농림지역","12m미만","202504","22","660.00","3,000","지분","-","직거래","-"
"16762","강원특별자치도 인제군 북면 원통리","5*","임야","농림지역","8m미만","202504","22","32689.00","5,844","","-","중개거래","강원 속초시"
"16763","강원특별자치도 인제군 북면 원통리","5*","임야","농림지역","8m미만","202504","22","104.00","19","","-","중개거래","강원 속초시"
"16764","강원특별자치도 인제군 북면 원통리","5*","임야","농림지역","8m미만","202504","22","17548.00","3,137","","-","중개거래","강원 속초시"
"16765","강원특별자치도 인제군 남면 소치리","4**","대","계획관리지역","8m미만","202504","22","985.00","3,800","","-","직거래","-"
"16766","강원특별자치도 양양군 강현면 정암리","6*","임야","계획관리지역","8m미만","202504","22","403.00","26,296","","-","직거래","-"
"16767","강원특별자치도 고성군 현내면 명파리","2**","전","계획관리지역","-","202504","22","496.00","3,019","","-","직거래","-"
"16768","강원특별자치도 평창군 평창읍 도돈리","2**","목장용지","보전관리지역","8m미만","202504","22","725.00","6,000","","20250430","직거래","-"
"16769","강원특별자치도 고성군 현내면 명파리","2**","전","계획관리지역","8m미만","202504","22","1807.00","10,997","","-","직거래","-"
"16770","강원특별자치도 고성군 현내면 명파리","2**","전","계획관리지역","8m미만","202504","22","1718.00","13,349","","-","직거래","-"
"16771","강원특별자치도 정선군 정선읍 덕송리","3**","전","보전관리지역","-","202504","22","1505.00","1,600","","-","직거래","-"
"16772","강원특별자치도 철원군 근남면 잠곡리","3**","임야","보전관리지역","-","202504","22","90.00","800","","-","직거래","-"
"16773","강원특별자치도 고성군 죽왕면 가진리","2**","전","계획관리지역","12m미만","202504","22","1608.00","105,000","","-","중개거래","강원 고성군"
"16774","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","12m미만","202504","22","65.61","389","지분","-","직거래","-"
"16775","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","12m미만","202504","22","43.74","389","지분","-","직거래","-"
"16776","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","12m미만","202504","22","43.74","389","지분","-","직거래","-"
"16777","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","12m미만","202504","22","43.74","389","지분","-","직거래","-"
"16778","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","-","202504","22","6.96","62","지분","-","직거래","-"
"16779","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","-","202504","22","6.96","62","지분","-","직거래","-"
"16780","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","-","202504","22","10.44","62","지분","-","직거래","-"
"16781","강원특별자치도 양양군 현북면 도리","1**","답","계획관리지역","-","202504","22","6.96","62","지분","-","직거래","-"
"16782","강원특별자치도 평창군 대화면 하안미리","5**","전","계획관리지역","8m미만","202504","22","2000.00","8,500","","20250515","직거래","-"
"16783","강원특별자치도 화천군 간동면 방천리","산3*","임야","계획관리지역","-","202504","22","54942.00","1,810","","-","직거래","-"
